,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary,Reviews,Plays,Playing,Backlogs,Wishlist
223,Immortality,"Jan 01, 2022",[],3.9,461,461,['Indie'],"Marissa Marcel was a film star. She made three movies. But none of the movies was ever released. And Marissa Marcel disappeared. The new game from Sam Barlow, creator of Her Story.",[],1K,95,587,564
224,Resident Evil 6,"Jan 01, 2012",[],2.5,888,888,['Adventure'],"Resident Evil 6 is the ninth video game installment in the Resident Evil series. It continues the struggle against zombies infected by the new highly virulent C-virus. The game uses the same over-the-shoulder view as Resident Evil 4 and Resident Evil 5, however with a new gameplay mechanic that allows players to slowly move while shoot. Players can select between three scenarios featuring multiple characters and intertwined storylines, and within these scenarios both stories and action cross pat",[],7K,189,1K,552
225,Devil May Cry 3: Dante's Awakening,"Jan 01, 2005",[],4.2,909,909,['Adventure'],"Devil May Cry 3: Dante's Awakening is a prequel to the first Devil May Cry. The game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. As such, combat is much more intense and faster than before. An all-new Style system that allows you to select your fighting style has also been incorporated.",[],6K,116,1K,648
226,The Last of Us Part I,"Jan 01, 2022",[],4.4,395,395,['Adventure'],"Experience the emotional storytelling and unforgettable characters of Joel and Ellie in The Last of Us, winner of over 200 Game of the Year awards and now rebuilt for PlayStation 5.
             

              Enjoy a total overhaul of the original experience, faithfully reproduced but incorporating modernized gameplay, improved controls and expanded accessibility options. Plus, feel immersed with improved effects and enhanced exploration and combat.
             

              It also include",[],1K,131,678,1K
227,Super Meat Boy,"Jan 01, 2010",[],3.5,605,605,['Adventure'],Super Meat Boy is a tough as nails platformer where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux.,[],10K,153,1K,501
228,Mass Effect Legendary Edition,"Jan 01, 2021",[],4.5,581,581,['Adventure'],"One person is all that stands between humanity and the greatest threat it’s ever faced. Relive the legend of Commander Shepard in the highly acclaimed Mass Effect trilogy with the Mass Effect Legendary Edition. Includes single-player base content and over 40 DLCs from Mass Effect, Mass Effect 2, and Mass Effect 3 games, including promo weapons, armors and packs. Experience an amazingly rich and detailed universe where your decisions have profound consequences on the action and the outcome.",[],2K,596,2K,930
229,Helltaker,"Jan 01, 2020",[],3.3,419,419,['Adventure'],Helltaker is a short game about sharply dressed demon girls.,[],7K,59,1K,445
230,Pokémon Sword,"Jan 01, 2019",[],2.9,837,837,['Adventure'],"Unsheathe your sword and take up your shield!
             

              The world of Pokémon expands to include the Galar region in Pokémon Sword and Pokémon Shield!",[],9K,301,924,500
231,Crash Bandicoot N. Sane Trilogy,"Jan 01, 2017",[],3.8,654,654,['Adventure'],"Crash Bandicoot N. Sane Trilogy is a remastered version, of the original 3 games (Crash Bandicoot, Crash Bandicoot 2: Cortex Strikes Back, and Crash Bandicoot 3: Warped) with enhanced features applied to each game.",[],7K,364,2K,986
232,Tetris,"Jan 01, 1989",[],4.1,688,688,['Arcade'],"Tetris is a tile-matching puzzle video game. The goal is to place pieces made up of four tiles in a ten-by-twenty well, organizing them into complete rows, which then disappear. The main objective of each round is to clear 25 lines, after which the player moves on to the next round. If the stack reaches the top of the field, the player loses a life, and if all three lives are lost, the game is over.
             

              The game lets the player choose the starting stage and round, as wel",[],9K,54,175,66
233,Valorant,"Jan 01, 2020",[],2.5,291,291,['Shooter'],"Valorant is a character-based 5v5 tactical shooter set on the global stage. Outwit, outplay, and outshine your competition with tactical abilities, precise gunplay, and adaptive teamwork.",[],8K,650,291,110
234,Super Mario 3D World,"Jan 01, 2013",[],3.9,1K,1K,['Adventure'],"Super Mario 3D World is a 3D platformer action game for the Wii U, and a follow-up of the Nintendo 3DS installment Super Mario 3D Land. The game builds upon the previous installment, following a similar 3D level-design convention inspired from the 2D platformer titles where players must navigate through a linear-designed level within a time limit to reach a level's Goal Pole. One key aspect introduced in this title is the simultaneous multiplayer: while not the first game in the series to do so,",[],9K,93,787,432
235,Uncharted 3: Drake's Deception,"Jan 01, 2011",[],3.6,941,941,['Adventure'],"A search for the fabled ""Atlantis of the Sands"" propels fortune hunter Nathan Drake on a trek into the heart of the Arabian Desert. When the terrible secrets of this lost city are unearthed, Drake's quest descends into a desperate bid for survival that strains the limits of his endurance and forces him to confront his deepest fears.",[],11K,60,1K,477
236,Phoenix Wright: Ace Attorney - Trials and Tribulations,"Jan 01, 2006",[],4.4,995,995,['Adventure'],"Phoenix Wright: Ace Attorney − Trials and Tribulations (known as Gyakuten Saiaban 3 in Japan) is the third game in the Ace Attorney series. Players take on the role of Phoenix Wright, a defense attorney known for taking on seemingly impossible cases. While the game focuses on a few specific cases, the overarching story of the Phoenix Wright franchise spans the length of the series, involving obscure characters from large families and intricate webs of lies, plots, and murder. The nature of the s",[],6K,172,1K,623
237,Yume Nikki,"Jan 01, 2004",[],4.0,770,770,['Adventure'],"Yume Nikki is a 32-Bit freeware game created by Kikiyama, a Japanese solo game designer. The game was made using RPGMaker 2003. The game is regarded as one of the most original applications of RPGMaker 2003, and the start of a possible new genre of games.
             

              ""Yume Nikki"" means ""Dream Diary"" in Japanese, and the game follows a young girl named Madotsuki as she dreams. The goal is to seek out and acquire all 24 'Effects'.
             

              The game otherwise ha",[],4K,155,1K,771
238,Max Payne,"Jan 01, 2001",[],3.9,786,786,['Shooter'],"Max Payne, gritty ex-cop and titular hero of this third-person shooter, sets out on his own to take revenge on those who murdered his wife and child, only for the plot he's involved in to get deeper and deeper. As his guilt and trauma build, Payne finds himself in more and more impossibly unfavourable and astounding situations, which challenge his methods, his worldview, and even his existence.",[],6K,102,1K,742
239,Five Nights at Freddy's,"Jan 01, 2014",[],2.9,460,460,['Adventure'],"Welcome to your new summer job at Freddy Fazbear's Pizza, where kids and parents alike come for entertainment and food as far as the eye can see! The main attraction is Freddy Fazbear, of course; and his two friends. They are animatronic robots, programmed to please the crowds! The robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a repairman.
             

              From your small office you must watch",[],8K,46,393,166
240,Donkey Kong Country 2: Diddy's Kong Quest,"Jan 01, 1995",[],4.2,1K,1K,['Adventure'],Donkey Kong Country 2: Diddy's Kong Quest is the sequel to Donkey Kong Country. It was developed by Rare and is one of the best selling Super Nintendo games.,[],6K,115,1K,455
241,Pokémon White,"Jan 01, 2010",[],4.1,814,814,['Adventure'],"Pokémon White Version and Pokémon Black Version are the primary paired versions of Generation V.
              
              Black and White follow the trends set up by previous games in the series. Two player characters (one male and one female) travel a new region, Unova, on their Pokémon journeys. This region is inhabited by various Pokémon, and unlike before, none of those available prior to Generation V can be obtained before completing the main story by defeating Team Plasma.
            ",[],9K,115,705,270
242,Outlast,"Jan 01, 2013",[],3.3,547,547,['Adventure'],"Hell is an experiment you can't survive in Outlast, a first-person survival horror game developed by veterans of some of the biggest game franchises in history. As investigative journalist Miles Upshur, explore Mount Massive Asylum and try to survive long enough to discover its terrible secret... if you dare.",[],7K,90,1K,401
243,Hitman 3,"Jan 01, 2021",[],4.1,702,702,['Adventure'],"Hitman 3 is the dramatic conclusion to the World of Assassination trilogy. Become Agent 47, a legendary assassin and use creativity and improvisation to execute the most ingenious and spectacular eliminations, in sprawling sandbox locations all around the globe.",[],3K,242,1K,1K
244,Sable,"Jan 01, 2021",[],3.5,433,433,['Adventure'],Sable is a coming-of-age tale of discovery through exploration across a strikingly rendered open world desert. Go on a deeply personal journey across an alien planet while learning its history and discovering Sable’s place in the world.,[],1K,165,1K,1K
245,Super Smash Bros. for Wii U,"Jan 01, 2014",[],3.5,684,684,['Fighting'],"Super Smash Bros. for Wii U is the fourth console-based entry in the popular Super Smash Bros. series of fighting games. With an even larger roster of fighters than its predecessors and the introduction eight player battles, Smash for Wii U continues to add to the formula that gamers have loved since 1999.",[],11K,17,240,110
246,Kirby's Adventure,"Jan 01, 1993",[],3.6,718,718,['Platform'],"Not everything is well in Dream Land. For some mysterious reason, the Dream Spring, a magical well that is the reservoir for all the dreams of the citizens of Dream Land, is no longer working. Everyone is being subjected to their worst nightmares every time they go to sleep. Upon reaching the Dream Spring, Kirby finds out that evil King Dedede has stolen the Star Rod, thus depriving Dream Land of the magical energy that feeds its spring. Using 20 unique tricks and your ability to steal your enem",[],6K,61,690,217
247,Tekken 7,"Jan 01, 2015",[],3.8,663,663,['Fighting'],"Experience the epic conclusion of the Mishima clan and unravel the reasons behind each step of their ceaseless fight. Powered by Unreal Engine 4, Tekken 7 features stunning story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals alike through innovative fight mechanics.",[],6K,247,670,354
248,Umineko: When They Cry Chiru,"Jan 01, 2009",[],4.6,324,324,['Adventure'],"Umineko no Naku Koro ni Chiru is the second half of the Umineko no Naku Koro ni series, and contains Episodes 5 to 8 of the story. Unlike the second half of Higurashi no Naku Koro ni, Umineko Chiru does not simply present direct solutions to the first four arcs, but instead gradually delves into the core of the story, revealing clues to its mysteries in the process. It is also referred to as When They Cry 4 in the overall When They Cry franchise.",[],1K,108,582,493
249,Kingdom Hearts II Final Mix,"Jan 01, 2007",[],4.5,704,704,['Adventure'],"In September 2006, Square Enix announced Kingdom Hearts II Final Mix, featuring new scenes and gameplay elements. Like the first re-release, this version would combine English audio with Japanese text and also use the ""Sanctuary"" theme song instead of ""Passion"". New cutscenes, however, used Japanese voice acting, as they mostly featured Organization XIII members from Kingdom Hearts: Chain of Memories who did not yet have English voice actors; these scenes were later re-dubbed into English for th",[],4K,92,732,274
250,Superliminal,"Jan 01, 2019",[],3.6,487,487,['Adventure'],"Falling asleep at 3AM, you close your eyes to the cheesy commercial of Dr. Pierce's dream therapy program. You wake up in an unfamiliar environment, only to realize that you're stuck in a dream - a dream where perception is reality. Welcome to Superliminal.
             

              Superliminal is a first-person puzzle game inspired perspective and optical illusions. Players tackle impossible puzzles by thinking outside the box and learning to expect the unexpected.
             

          ",[],3K,76,1K,917
251,Death Stranding: Director's Cut,"Jan 01, 2021",[],4.2,334,334,['Adventure'],"From legendary game creator Hideo Kojima comes a genre-defying experience, now expanded and remastered for PS5 in this definitive Director's Cut.
             

              Experience an extended storyline through new missions in an expanded area. Make use of additional weapons and vehicles, take on new enemy types and explore new locations such as the Firing Range and Racetrack, featuring extra missions and minigames.
             

              Stay connected with other players from around ",[],1K,382,1K,704
252,Persona 4,"Jan 01, 2008",[],4.0,815,815,['RPG'],"An entry in the JRPG/visual novel hybrid Persona series in which the player has to harness the power of Personas and fight entities called Shadows by forging bonds with the locals of Inaba, a rural Japanese town thrown into unrest by inexplicable murders committed under cover of foggy weather and rumours of a television channel said to broadcast mysterious images on rainy nights.",[],5K,158,1K,599
253,Wordle,"Jan 01, 2021",[],3.2,118,118,['Puzzle'],"A daily puzzle game in which players must guess the five-letter word of the day within six attempts, with each failed guess giving them information as to whether the letters they have used appear in the correct word, and where.",[],3K,125,26,5
254,The Sims 4,"Jan 01, 2014",[],3.0,458,458,['RPG'],"Unleash your imagination and create a unique world of Sims that's an expression of you! Explore and customize every detail from Sims to homes, and much more with The Sims 4. Life, and Sims, are yours to control. Customize your unique Sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more.",[],8K,434,667,110
255,Far Cry 4,"Jan 01, 2014",[],3.2,558,558,['Adventure'],"In Far Cry 4, players find themselves in Kyrat, a wild region of the Himalayas struggling under the regime of a despotic self-appointed king. Using a vast array of weapons, vehicles and animals, players will write their own story across an exotic open-world landscape.",[],8K,90,1K,442
256,Sonic Forces,"Jan 01, 2017",[],1.9,650,650,['Adventure'],"Fight through a world destroyed by Dr. Eggman and a powerful new villain in Sonic Forces, the new fast-paced action platformer from the team that brought you Sonic Colors and Sonic Generations. Sonic Forces lets you speed through rolling ruined landscapes as Modern Sonic, catapult past perilous platforms as Classic Sonic, and use powerful new gadgets as your own Custom Hero Character.",[],5K,42,723,212
257,To the Moon,"Jan 01, 2011",[],3.9,671,671,['Adventure'],"Join Dr. Rosalene and Dr. Watts as they enter a patient named Johnny's mind on his death bed to grant his final request. Watch, interact, and change the past as Johnny's life unfolds before you and takes you on a magical journey inside one's head that asks the greatest question of all: ""What if...?""
              
              If you had the chance to relive your life, would you change things? Would you try to achieve some grand goal? Could you find love? Fame? Fortune? Or would you realize tha",[],4K,66,1K,925
258,Baba is You,"Jan 01, 2019",[],4.0,545,545,['Indie'],"Baba Is You is a puzzle game where you can change the rules by which you play. In every level, the rules themselves are present as blocks you can interact with; by manipulating them, you can change how the level works and cause surprising, unexpected interactions! With some simple block-pushing you can turn yourself into a rock, turn patches of grass into dangerously hot obstacles, and even change the goal you need to reach to something entirely different.",[],4K,537,2K,1K
259,The Witcher 3: Wild Hunt - Game of the Year Edition,"Jan 01, 2016",[],4.5,475,475,['Adventure'],"Become a professional monster slayer and embark on an adventure of epic proportions! Upon its release, The Witcher 3: Wild Hunt became an instant classic, claiming over 250 Game of the Year awards. Now you can enjoy this huge, over 100-hour long, open-world adventure along with both its story-driven expansions worth an extra 50 hours of gameplay. This edition includes all additional content - new weapons, armor, companion outfits, new game mode and side quests.",[],6K,410,2K,467
260,Super Smash Bros.,"Jan 01, 1999",[],3.4,688,688,['Fighting'],"Super Smash Bros. is a crossover fighting video game between several different Nintendo franchises, and the first installment in the Super Smash Bros. series. Players must defeat their opponents multiple times in a fighting frenzy of items and power-ups. Super Smash Bros. is a departure from the general genre of fighting games: instead of depleting an opponent's life bar, the players seek to knock opposing characters off a stage. Each player has a damage total, represented by a percentage, which",[],9K,20,279,207
261,Super Mario 64 DS,"Jan 01, 2004",[],3.6,614,614,['Adventure'],"Super Mario 64, the classic 3D platformer for the Nintendo 64, arrives on the Nintendo DS with all-new features that take advantage of the portable system's dual screens, touch screen, and wireless multiplayer capability. Like the original game, Super Mario 64 DS challenges you to find all the power stars hidden throughout the royal castle in the effort to free Peach imprisoned inside the castle. This time, you can play as Mario, Luigi, Wario, and Yoshi, each of whom has unique abilities. Overco",[],9K,65,549,176
262,Halo 4,"Jan 01, 2012",[],3.0,674,674,['Shooter'],"Halo 4 marks the start of an epic new saga within the award-winning Halo universe. The Master Chief returns in this award-winning first-person shooter developed by 343 Industries. Shipwrecked on a mysterious world, faced with new enemies and deadly technology, the Chief returns to battle against an ancient evil bent on vengeance and annihilation...the universe will never be the same.",[],7K,57,1K,277
263,Middle-earth: Shadow of Mordor,"Jan 01, 2014",[],3.4,524,524,['Adventure'],"Middle-earth: Shadow of Mordor is a open world third-person action role-playing video game developed by Monolith Productions and published by Warner Bros. Interactive Entertainment, which takes place in the world of J.R.R. Tolkien's Legendarium.
             

              The game takes place in the 60-year gap between the events of Tolkien's The Hobbit and The Lord of The Rings. It is a story of revenge, slaughter, and mystery set entirely in Mordor, the Land of Shadows. At its center is Tali",[],8K,106,1K,478
264,Mega Man 2,"Jan 01, 1989",[],3.6,857,857,['Adventure'],"In the year 200X, a super robot named Mega Man was created. Dr. Light created Mega Man to stop the evil desires of Dr. Wily. However, after his defeat, Dr. Wily created eight of his own robots to counter Mega Man.",[],6K,34,542,163
265,Phoenix Wright: Ace Attorney Trilogy,"Jan 01, 2014",[],4.3,516,516,['Adventure'],"Defend the innocent and save the day! Courtroom hero Phoenix Wright lays down the law this Winter in the digital release of Phoenix Wright: Ace Attorney Trilogy. Experience the original trilogy like never before in clear, high-resolution re-drawn graphics and immersive 3D visuals optimized for the Nintendo 3DS system. Join rookie lawyer Phoenix Wright through the early years of his career in his quest to find the truth behind all of the classic cases! Prepare for intense courtroom showdowns by i",[],4K,644,1K,779
266,Infamous: Second Son,"Jan 01, 2014",[],3.4,668,668,['Adventure'],"Infamous: Second Son, a PlayStation 4 exclusive , brings you an action adventure game where surrounded by a society that fears them, superhumans are ruthlessly hunted down and caged by the Department of Unified Protection. Step into a locked-down Seattle as Delsin Rowe, who has recently discovered his superhuman power and is now capable of fighting back against the oppressive DUP. Enjoy your power as you choose how you will push your awesome abilities to the limit and witness the consequences of",[],7K,71,1K,574
267,Star Wars: Knights of the Old Republic,"Jan 01, 2003",[],4.2,839,839,['Adventure'],"Choose Your Path! Set 4,000 years before the Galactic Empire, you are the last hope for the Jedi Order and the Republic - can you master the ways of the Force to become their savior? Or will you fall to the dark side and achieve ultimate power? Hero, villain, peacekeeper, or chaos-bringer... you and your party will determine the fate of the galaxy!
             

              Star Wars: Knights of the Old Republic is a role-playing video game. Players will be able to create their own characters",[],5K,180,2K,705
268,No More Heroes 2: Desperate Struggle,"Jan 01, 2010",[],3.5,608,608,['Adventure'],"No More Heroes 2: Desperate Struggle continues the tale of punk anti-hero Travis Touchdown, the Japanese anime Otaku, and pro wrestling-obsessed assassin. Travis finds himself at the bottom of the UAA (United Assassins Association) rankings and must wage war to become the No. 1 assassin once again. The follow-up to the popular No More Heroes will offer fans infectious, fun gameplay that allows you to wield not just one, but two swords and face multiple bosses simultaneously in bigger-than-ever b",[],3K,68,1K,855
269,Kirby Super Star Ultra,"Jan 01, 2008",[],4.3,743,743,['Adventure'],"Kirby Super Star Ultra for the Nintendo DS re-imagines one of the most beloved Kirby games of all time. The game features new graphics and fully rendered animated cut scenes. With so many adventures waiting to be unlocked, there will never be a dull moment as Kirby runs, floats, copies enemies and uses Helpers to fight King Dedede and Meta Knight. New modes like Revenge of the King and Meta Knight Ultra await, along with classics like The Great Cave Offensive and Milky Way Wishes. On top of the ",[],5K,47,773,427
270,"Flower, Sun, and Rain","Jan 01, 2001",[],4.3,466,466,['Adventure'],"Flower, Sun and Rain is a PlayStation 2 puzzle adventure game developed by Suda 51. It was also remade on the DS for Europe and the United States.",[],632,32,1K,1K
271,Katamari Damacy,"Jan 01, 2004",[],4.2,939,939,['Adventure'],"The King of All Cosmos accidentally destroyed the stars and—having recovered—wants the prince to rebuild them. Unfortunately the prince stands a little less than half a foot tall, so recreating the stars will require some effort. Enter the Katamari, a sphere the prince can push around our world to “roll up” items increasing the Katamari’s size until it’s suitable for the King.
             

              Taking place in stylized versions of Japanese houses, cities, and environs, the prince push",[],4K,60,1K,761
272,Shadow the Hedgehog,"Jan 01, 2005",[],2.4,584,584,['Adventure'],"The world is in peril as forces, both good and evil, make a play for the powerful Chaos Emeralds. In Shadow the Hedgehog, you can control Shadow and choose which side to fight for. This 3D platformer lets you use weapons, vehicles, environmental objects, and time and space manipulation to combat your foes.
             

              Although it is a 3D platform game as with the more recent Sonic Adventure games, the game's levels each feature up to three different missions (Hero, Dark, Normal)",[],5K,45,731,423
273,Ōkami HD,"Jan 01, 2012",[],4.2,527,527,['Adventure'],"Experience the critically acclaimed masterpiece with its renowned Sumi-e ink art style in breathtaking high resolution. Take on the role of Amaterasu, the Japanese sun goddess who inhabits the form of a legendary white wolf, on a quest to defeat Orochi, an eight-headed demon and tyrannical monster responsible for turning the world of Nippon into a ruined wasteland.",[],3K,321,3K,1K
274,Metroid: Samus Returns,"Jan 01, 2017",[],3.6,674,674,['Adventure'],"Metroid: Samus Returns is a remake of Metroid 2: Return of Samus.
              
              It uses a 3D graphic style with a side view camera that zooms in and changes for cutscenes. It also has new mechanics, items, and abilities.
             

              ""Brave the hostile terrain of an alien planet teeming with vicious life forms as legendary bounty hunter Samus Aran. Her mission? Terminate the Metroid menace in this masterful reimagining of her 1991 Game Boy adventure. Samus Aran’s a",[],3K,149,1K,686
275,Life is Strange: True Colors,"Jan 01, 2021",[],3.6,566,566,['Adventure'],"Life is Strange is a series of award-winning and critically-acclaimed narrative adventure games. Discover a universe where everyday heroes wield supernatural powers, while dealing with real challenges, real relationships, and real emotions. It's our world... with a twist of the strange. No matter your choices, the experience will stay with you forever. Deep in the mountains of Colorado, you'll find Haven Springs, a small mining town filled with beauty and mystery. As Alex, you'll discover the sh",[],2K,126,852,1K
276,Pokémon Black Version 2,"Jan 01, 2012",[],4.2,776,776,['Adventure'],"Pokémon Black Version 2 and Pokémon White Version 2 are the second and final paired versions of Generation V and are the sequels of Pokémon Black and White, respectively.
              
              Both games were revealed on Pokémon Smash! by Junichi Masuda, and subsequently the official Japanese and international Pokémon websites, on February 26, 2012. They were released in Japan on June 23, 2012, in North America on October 7, 2012, in Australia on October 11, 2012, in Europe on October 12,",[],7K,130,1K,449
277,Needy Streamer Overload,"Jan 01, 2022",[],3.5,216,216,['Adventure'],"NEEDY STREAMER OVERLOAD is a “multi-ending ADV” depicting daily life with “OMGkawaiiAngel-chan”, a young girl with a rather extreme need for approval attempting to become the #1 “Internet Angel” (streamer).",[],1K,105,529,567
278,Borderlands,"Jan 01, 2009",[],3.1,484,484,['RPG'],"With its addictive action, frantic first-person shooter combat, massive arsenal of weaponry, RPG elements and four-player co-op, Borderlands is a breakthrough experience that challenges all the conventions of modern shooters. Borderlands places you in the role of a mercenary on the lawless and desolate planet of Pandora, hell-bent on finding a legendary stockpile of powerful alien technology known as The Vault.
             

              Role Playing Shooter (RPS) - combines frantic first-pers",[],9K,98,1K,450
279,Hollow Knight: Voidheart Edition,"Jan 01, 2018",[],4.5,462,462,['Adventure'],"""Explore twisting caverns, ancient cities and deadly wastes. Battle tainted creatures and befriend bizarre bugs. Uncover ancient history and solve mysteries buried at the kingdom's heart.
             

              Hollow Knight Voidheart Edition includes:
              
              - The original, award winning, action adventure.
              
              - 4 giant Content Packs, built in at launch, expanding the game with all new quests, terrifying boss fights and striking new abilities",[],3K,295,1K,363
280,Klonoa: Door to Phantomile,"Jan 01, 1997",[],4.1,648,648,['Platform'],"Klonoa: Door to Phantomile is a side-scrolling platform game viewed from a ""2.5D"" perspective. The player moves the protagonist, Klonoa, along a path in a two-dimensional fashion, but the game is rendered in three dimensions. This allows the path followed to curve and for the player to interact with objects outside of the path.",[],2K,63,877,590
281,Shadow of the Tomb Raider,"Jan 01, 2018",[],3.3,522,522,['Adventure'],"Experience Lara Croft's defining moment.
             

              As Lara Croft races to save the world from a Maya apocalypse, she must become the Tomb Raider she is destined to be.
             

              Become the Tomb Raider",[],4K,161,2K,701
282,Mario & Luigi: Bowser's Inside Story,"Jan 01, 2009",[],4.2,837,837,['Platform'],"Mario & Luigi: Bowser's Inside Story is the third game in the Mario & Luigi series of games. Players control Mario and Luigi simultaneously in the side-scrolling platform environment of Bowser's body, while also controlling the Koopa King himself in the top-down world of the Mushroom Kingdom. Similar to games like Earthbound, enemy encounters are seen as actual enemies that players can avoid or attempt to strike early. The actual battles are a combination of turn-based menu attacks, and timed re",[],6K,95,1K,629
283,Ghostrunner,"Jan 01, 2020",[],3.5,486,486,['Adventure'],"Ascend humanity’s last remaining shelter, a great tower-city. The tower is torn by violence, poverty and chaos. Conquer your enemies, discover the secrets of the superstructure and your own origin and obtain the power to challenge The Keymaster.",[],3K,170,1K,783
284,Watch Dogs 2,"Jan 01, 2016",[],3.3,554,554,['Adventure'],"Explore a massive and dynamic open world offering an incredible variety of gameplay possibilities. Hack your way through traffic while you engage in dangerous car chases through the winding streets of San Francisco, traverse the rooftops of the colorful and vibrant neighborhoods of Oakland, and infiltrate the cutting-edge offices of Silicon Valley companies. There are many secrets to uncover in the birthplace of the tech revolution.",[],6K,125,1K,453
285,Mass Effect 3,"Jan 01, 2012",[],3.7,777,777,['Adventure'],"Earth is burning. The Reapers have taken over and other civilizations are falling like dominoes. Lead the final fight to save humanity and take back Earth from these terrifying machines, Commander Shepard. You'll need backup for these battles. Fortunately, the galaxy has a habit of sending unexpected species your way. Recruit team members and forge new alliances, but be prepared to say goodbye at any time as partners make the ultimate sacrifice. It's time for Commander Shepard to fight for the f",[],7K,79,1K,482
286,Goat Simulator,"Jan 01, 2014",[],2.4,337,337,['Adventure'],"Goat Simulator is a third-person perspective game in which the player controls a goat. There does not appear to be any kind of storyline or plot. The player is free to explore the game's world as a goat, destroying things in the environment, running, jumping, and licking. ""Goat Simulator is like an old school skating game, except instead of being a skater, you're a goat, and instead of doing tricks, you wreck stuff,"" explained the game's creators.",[],8K,22,492,125
287,The Elder Scrolls V: Skyrim - Special Edition,"Jan 01, 2016",[],4.0,439,439,['Adventure'],"Skyrim special edition is a remaster of the classic from 2011. Now with upgraded visuals.
              
              Skyrim reimagines and revolutionises the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",[],6K,374,1K,319
288,Far Cry 5,"Jan 01, 2018",[],3.0,558,558,['Adventure'],"Welcome to Hope County, Montana, land of the free and the brave, but also home to a fanatical doomsday cult known as The Project at Eden’s Gate that is threatening the community's freedom. Stand up to the cult’s leader, Joseph Seed and the Heralds, and spark the fires of resistance that will liberate the besieged community.
             

              In this expansive world, your limits and creativity will be tested against the biggest and most ruthless baddest enemy Far Cry has ever seen. It’",[],6K,169,1K,470
289,Call of Duty: Modern Warfare 3,"Jan 01, 2011",[],3.2,587,587,['Adventure'],"Call of Duty: Modern Warfare 3 is a first-person shooter video game, developed by Infinity Ward and Sledgehammer Games (Treyarch for the Wii version), with Raven Software having assisted in development and published by Activision.",[],10K,27,492,195
290,Friday Night Funkin',"Jan 01, 2020",[],2.8,203,203,['Music'],"An extremely fun rhythm/dance game. For fans of DDR, Guitar Hero 3.
             

              The plot of the game centers around our protagonist, Boyfriend, trying to hook up with Girlfriend, but her ex-rockstar father Daddy Dearest doesn't approve of him. It's up to Boyfriend to rap battle his way through him and anyone else that stands in his path so that he can finally kiss Girlfriend. Time to get freaky!",[],4K,67,230,171
291,Osu!,"Jan 01, 2007",[],3.1,187,187,['Indie'],Osu! is a freeware rhythm game originally for Microsoft Windows. It is written in C# on the .NET Framework and inspired by Osu! Tatakae! Ouendan.,[],7K,426,234,90
292,The Legend of Zelda: Twilight Princess,"Jan 01, 2006",[],4.1,642,642,['Adventure'],"The Legend of Zelda: Twilight Princess was initially developed with the Nintendo GameCube in mind, but ended up receiving a Wii port when it was released to promote the new console. This version has motion control compatibility for the sword and pointer controls for the menus, the bow and the boomerang. This version of the game has a completely inverted map and locations when comparing with the GameCube release. The change in layout was meant to adapt Link's usually left-handed design to right-h",[],6K,82,1K,466
293,Bloodborne: The Old Hunters,"Jan 01, 2015",[],4.6,266,266,['Adventure'],"The Old Hunters is the first Expansion for Bloodborne. It will feature all new Locations, Bosses, Weapons, and Armor.
             

              Set in a nightmare world where hunters from the past are trapped forever, explore brand new stages full of dangers, rewards and deadly beasts to overcome. You’ll find multiple new outfits and weapons to add to your arsenal as well as additional magic to wield and add more variety to your combat strategy.
             

              With new story det",[],4K,68,930,616
294,Fire Emblem Warriors: Three Hopes,"Jan 01, 2022",[],3.6,360,360,['Brawler'],"Prepare for a different story set in the same universe as Fire Emblem: Three Houses. Shez, a mercenary whose team was decimated by Byleth in battle, joins the military academy of Garreg Mach Monastery and becomes a student in one of three classes, each including students from one of the three nations of the continent of Fódlan. Like in Three Houses, the game allows players to decide which class to join, leading to different story paths and playable characters.",[],1K,305,761,576
295,Super Smash Bros. for Nintendo 3DS,"Jan 01, 2014",[],3.3,545,545,['Fighting'],"Super Smash Bros. for Nintendo 3DS is the first portable entry in the renowned series, in which game worlds collide. Up to four players battle each other locally or online using some of Nintendo’s most well-known and iconic characters across beautifully designed stages inspired by classic portable Nintendo games. It’s a genuine, massive Super Smash Bros. experience that’s available to play on the go, anytime, anywhere.",[],10K,23,273,96
296,The Legend of Heroes: Trails to Azure,"Jan 01, 2011",[],4.5,519,519,['Adventure'],The Special Support Section is back with more members and more cases to solve! How will this rag-tag group deal with the oncoming threats to Crossbell's political stability while maintaining their team's foundation?,[],1K,72,714,701
297,Super Mario RPG: Legend of the Seven Stars,"Jan 01, 1996",[],4.0,832,832,['Adventure'],"A JRPG entry in the Super Mario franchise in which Mario meets many unlikely allies in order to jump and fight his way through the Mushroom Kingdom and collect stars to repair the Star Road, the pathway that grants people's wishes, which was destroyed by Smithy, the otherworldly entity that hijacked Bowser's castle and threw the Kingdom into disarray.",[],4K,133,2K,858
